,0
2020-04-29,9631.813172668079
2020-04-30,9631.813172668079
2020-05-01,9631.813172668079
2020-05-02,9631.813172668079
2020-05-03,9631.813172668079
2020-05-04,9631.813172668079
2020-05-05,9631.813172668079
2020-05-06,9631.813172668079
2020-05-07,9631.813172668079
2020-05-08,9617.382290541122
2020-05-09,9486.59897948256
2020-05-10,9433.975419964258
2020-05-11,9241.991263434475
2020-05-12,9332.81475333482
2020-05-13,9304.50514877068
2020-05-14,9102.019629214647
2020-05-15,8966.092924120849
2020-05-16,8997.435750310971
2020-05-17,8997.435750310971
2020-05-18,8997.435750310971
2020-05-19,8997.435750310971
2020-05-20,8997.435750310971
2020-05-21,8997.435750310971
2020-05-22,8997.435750310971
2020-05-23,8997.435750310971
2020-05-24,8983.955325345292
2020-05-25,8930.677245900213
2020-05-26,8851.359864739206
2020-05-27,8835.322410678422
2020-05-28,8979.2471927379
2020-05-29,9003.093635521078
2020-05-30,8970.899434172905
2020-05-31,8970.899434172905
2020-06-01,8970.899434172905
2020-06-02,8970.899434172905
2020-06-03,8970.899434172905
2020-06-04,8970.899434172905
2020-06-05,8970.899434172905
2020-06-06,8970.899434172905
2020-06-07,8970.899434172905
2020-06-08,8970.899434172905
2020-06-09,8970.899434172905
2020-06-10,8970.899434172905
2020-06-11,8970.899434172905
2020-06-12,8970.899434172905
2020-06-13,8970.899434172905
2020-06-14,8970.899434172905
2020-06-15,8970.899434172905
2020-06-16,8970.899434172905
2020-06-17,8970.899434172905
2020-06-18,8970.899434172905
2020-06-19,8970.899434172905
2020-06-20,8970.899434172905
2020-06-21,8970.899434172905
2020-06-22,8970.899434172905
2020-06-23,8970.899434172905
2020-06-24,8970.899434172905
2020-06-25,8970.899434172905
2020-06-26,8970.899434172905
2020-06-27,8970.899434172905
2020-06-28,8970.899434172905
2020-06-29,8970.899434172905
2020-06-30,8970.899434172905
2020-07-01,8970.899434172905
2020-07-02,8970.899434172905
2020-07-03,8957.458767292585
2020-07-04,9166.493069546672
2020-07-05,9194.437275450988
2020-07-06,9028.321051015328
2020-07-07,8845.746839835283
2020-07-08,9067.455921977189
2020-07-09,9304.615102965165
2020-07-10,9282.35112974833
2020-07-11,9231.782646138476
2020-07-12,9436.928221763614
2020-07-13,9283.052640635275
2020-07-14,9161.250586187982
2020-07-15,9252.40413098817
2020-07-16,9200.41416119464
2020-07-17,9202.467436016452
2020-07-18,9182.667006977457
2020-07-19,9231.91932715432
2020-07-20,9429.595287923685
2020-07-21,9445.236851679228
2020-07-22,9539.302739041997
2020-07-23,9248.80634478062
2020-07-24,9244.822180710871
2020-07-25,9130.66291877133
2020-07-26,8966.473549411096
2020-07-27,8851.05454191963
2020-07-28,8809.349686321553
2020-07-29,8933.020077840527
2020-07-30,8744.837016780366
2020-07-31,8744.837016780366
2020-08-01,8744.837016780366
2020-08-02,8744.837016780366
2020-08-03,8744.837016780366
2020-08-04,8744.837016780366
2020-08-05,8744.837016780366
2020-08-06,8744.837016780366
2020-08-07,8744.837016780366
2020-08-08,8744.837016780366
2020-08-09,8744.837016780366
2020-08-10,8744.837016780366
2020-08-11,8744.837016780366
2020-08-12,8744.837016780366
2020-08-13,8744.837016780366
2020-08-14,8744.837016780366
2020-08-15,8744.837016780366
2020-08-16,8731.735048340333
2020-08-17,8696.714238299604
2020-08-18,8508.416199156572
2020-08-19,8435.579007117884
2020-08-20,8478.044344962438
2020-08-21,8633.936965337287
2020-08-22,8542.10418796402
2020-08-23,8460.850013541736
2020-08-24,8190.869912300663
2020-08-25,8173.341542359135
2020-08-26,8045.54140710705
2020-08-27,7972.088568027587
2020-08-28,7972.088568027587
2020-08-29,7972.088568027587
2020-08-30,7972.088568027587
2020-08-31,7972.088568027587
2020-09-01,7972.088568027587
2020-09-02,7972.088568027587
2020-09-03,7972.088568027587
2020-09-04,7972.088568027587
2020-09-05,7972.088568027587
2020-09-06,7972.088568027587
2020-09-07,7972.088568027587
2020-09-08,7972.088568027587
2020-09-09,7972.088568027587
2020-09-10,7972.088568027587
2020-09-11,7972.088568027587
2020-09-12,7972.088568027587
2020-09-13,7972.088568027587
2020-09-14,7972.088568027587
2020-09-15,7972.088568027587
2020-09-16,7972.088568027587
2020-09-17,7972.088568027587
2020-09-18,7972.088568027587
2020-09-19,7972.088568027587
2020-09-20,7960.144371398304
2020-09-21,8018.835135451753
2020-09-22,8143.052803724809
2020-09-23,8164.480757902701
2020-09-24,8210.008728547737
2020-09-25,8219.01781918005
2020-09-26,8221.493928950638
2020-09-27,8134.976102246951
2020-09-28,8176.036693905785
2020-09-29,8166.558222937147
2020-09-30,8425.417903383357
2020-10-01,8626.788117209735
2020-10-02,8679.30540046481
2020-10-03,8582.56709367044
2020-10-04,8441.931672387545
2020-10-05,8595.297463219593
2020-10-06,8631.75216868411
2020-10-07,8696.508877287288
2020-10-08,8471.540717106793
2020-10-09,8591.934672208901
2020-10-10,8653.077500505478
2020-10-11,8511.543782187962
2020-10-12,8453.89618467765
2020-10-13,8489.873921549202
2020-10-14,8499.102431272346
2020-10-15,8464.404269467566
2020-10-16,8453.804092677547
2020-10-17,8424.387723038137
2020-10-18,8446.193725664327
2020-10-19,8635.15517782693
2020-10-20,8305.29331549146
2020-10-21,8278.278239707037
2020-10-22,8290.230138561388
2020-10-23,8290.230138561388
2020-10-24,8290.230138561388
2020-10-25,8290.230138561388
2020-10-26,8290.230138561388
2020-10-27,8290.230138561388
2020-10-28,8290.230138561388
2020-10-29,8290.230138561388
2020-10-30,8290.230138561388
2020-10-31,8290.230138561388
2020-11-01,8290.230138561388
2020-11-02,8290.230138561388
2020-11-03,8290.230138561388
2020-11-04,8290.230138561388
2020-11-05,8290.230138561388
2020-11-06,8290.230138561388
2020-11-07,8290.230138561388
2020-11-08,8277.809285728155
2020-11-09,8334.801153200497
2020-11-10,8440.818345708523
2020-11-11,8405.801068031236
2020-11-12,8416.71337170198
2020-11-13,8331.188139423768
2020-11-14,8457.35364494851
2020-11-15,8310.410894414896
2020-11-16,8410.428809816374
2020-11-17,8388.900081259368
2020-11-18,8538.798873847189
2020-11-19,8637.533302640122
2020-11-20,8876.012939915885
2020-11-21,8975.971228018505
2020-11-22,8767.005197826455
2020-11-23,8760.83061716366
2020-11-24,8609.442518902499
2020-11-25,8545.093843984796
2020-11-26,8741.361203868706
2020-11-27,8827.577312040901
2020-11-28,8737.677649324263
2020-11-29,8607.435918986888
2020-11-30,8614.250696218423
2020-12-01,8459.63865972032
2020-12-02,8377.012487766842
2020-12-03,8418.731200105467
2020-12-04,8567.150741728932
2020-12-05,8647.951156426006
2020-12-06,8353.321145439117
2020-12-07,8381.377487912587
2020-12-08,8381.377487912587
2020-12-09,8381.377487912587
2020-12-10,8381.377487912587
2020-12-11,8381.377487912587
2020-12-12,8381.377487912587
2020-12-13,8381.377487912587
2020-12-14,8381.377487912587
2020-12-15,8381.377487912587
2020-12-16,8381.377487912587
2020-12-17,8381.377487912587
2020-12-18,8381.377487912587
2020-12-19,8381.377487912587
2020-12-20,8381.377487912587
2020-12-21,8381.377487912587
2020-12-22,8381.377487912587
2020-12-23,8368.820073392462
2020-12-24,8262.95300168719
2020-12-25,8247.14654931929
2020-12-26,8230.752558125969
2020-12-27,8280.556084340367
2020-12-28,8407.22676243103
2020-12-29,8276.258637298644
2020-12-30,8263.222408885993
2020-12-31,8449.325325796419
2021-01-01,8357.617840589106
2021-01-02,8257.04435473233
2021-01-03,8284.578236026557
2021-01-04,8391.994237076135
2021-01-05,8395.95014623352
2021-01-06,8565.837234231662
2021-01-07,8678.49435237094
2021-01-08,8790.68386111992
2021-01-09,8866.387011058807
2021-01-10,9178.615025389512
2021-01-11,9153.122107496227
2021-01-12,8880.790781362843
2021-01-13,9097.160728768089
2021-01-14,9037.433397653522
2021-01-15,9054.76906263271
2021-01-16,9235.350678759867
2021-01-17,9016.159852862476
2021-01-18,8849.588930391772
2021-01-19,8639.684034468773
2021-01-20,8539.35964028724
2021-01-21,8598.234674526542
2021-01-22,8668.42049621947
2021-01-23,8706.943933748355
2021-01-24,8525.042916790031
2021-01-25,8232.194465572307
2021-01-26,8229.017920077655
2021-01-27,8229.017920077655
2021-01-28,8229.017920077655
2021-01-29,8229.017920077655
2021-01-30,8229.017920077655
2021-01-31,8229.017920077655
2021-02-01,8229.017920077655
2021-02-02,8229.017920077655
2021-02-03,8229.017920077655
2021-02-04,8229.017920077655
2021-02-05,8229.017920077655
2021-02-06,8229.017920077655
2021-02-07,8229.017920077655
2021-02-08,8229.017920077655
2021-02-09,8229.017920077655
2021-02-10,8229.017920077655
2021-02-11,8229.017920077655
2021-02-12,8229.017920077655
2021-02-13,8229.017920077655
2021-02-14,8229.017920077655
2021-02-15,8229.017920077655
2021-02-16,8229.017920077655
2021-02-17,8229.017920077655
2021-02-18,8229.017920077655
2021-02-19,8229.017920077655
2021-02-20,8229.017920077655
2021-02-21,8229.017920077655
2021-02-22,8229.017920077655
2021-02-23,8229.017920077655
2021-02-24,8229.017920077655
2021-02-25,8229.017920077655
2021-02-26,8229.017920077655
2021-02-27,8229.017920077655
2021-02-28,8229.017920077655
2021-03-01,8229.017920077655
2021-03-02,8229.017920077655
2021-03-03,8229.017920077655
2021-03-04,8229.017920077655
2021-03-05,8229.017920077655
2021-03-06,8229.017920077655
2021-03-07,8229.017920077655
2021-03-08,8229.017920077655
2021-03-09,8229.017920077655
2021-03-10,8229.017920077655
2021-03-11,8229.017920077655
2021-03-12,8229.017920077655
2021-03-13,8229.017920077655
2021-03-14,8229.017920077655
2021-03-15,8229.017920077655
2021-03-16,8229.017920077655
2021-03-17,8229.017920077655
2021-03-18,8229.017920077655
2021-03-19,8229.017920077655
2021-03-20,8229.017920077655
2021-03-21,8229.017920077655
2021-03-22,8229.017920077655
2021-03-23,8229.017920077655
2021-03-24,8229.017920077655
2021-03-25,8229.017920077655
2021-03-26,8229.017920077655
2021-03-27,8229.017920077655
2021-03-28,8229.017920077655
2021-03-29,8216.688778565418
2021-03-30,8227.70503311633
2021-03-31,8249.943358889657
2021-04-01,8385.602146992225
2021-04-02,8281.747173056301
2021-04-03,8325.607766461118
2021-04-04,8324.875589874246
2021-04-05,8366.57175465657
2021-04-06,8264.495127486944
2021-04-07,8069.919883976236
2021-04-08,7821.408706202536
2021-04-09,7692.662361371758
2021-04-10,7642.043648572004
2021-04-11,7610.7275181281175
2021-04-12,7834.166814136719
2021-04-13,7966.485112508704
2021-04-14,7853.907789714271
2021-04-15,7885.385121992655
2021-04-16,7885.385121992655
2021-04-17,7885.385121992655
2021-04-18,7885.385121992655
2021-04-19,7885.385121992655
2021-04-20,7885.385121992655
2021-04-21,7885.385121992655
2021-04-22,7885.385121992655
2021-04-23,7885.385121992655
2021-04-24,7885.385121992655
2021-04-25,7885.385121992655
2021-04-26,7885.385121992655
2021-04-27,7873.570828963795
2021-04-28,7944.524744151269
2021-04-29,7940.141369180945
2021-04-30,7922.22750731934
2021-05-01,7831.975622299395
2021-05-02,7884.876861290052
2021-05-03,7786.528336155357
2021-05-04,7866.603269196419
2021-05-05,7997.0260846350375
2021-05-06,8043.392610828139
2021-05-07,8011.269464386277
2021-05-08,8068.225453976565
2021-05-09,8033.289264557013
2021-05-10,8148.432061528675
2021-05-11,7927.030270332676
2021-05-12,7889.5028329234265
2021-05-13,7656.271930643074
2021-05-14,7486.86992818618
2021-05-15,7642.281875883375
2021-05-16,7747.193399895416
2021-05-17,7665.9082701954985
2021-05-18,7484.197829493812
2021-05-19,7484.197829493812
2021-05-20,7484.197829493812
2021-05-21,7484.197829493812
2021-05-22,7484.197829493812
2021-05-23,7484.197829493812
2021-05-24,7484.197829493812
2021-05-25,7484.197829493812
2021-05-26,7484.197829493812
2021-05-27,7484.197829493812
2021-05-28,7484.197829493812
2021-05-29,7484.197829493812
2021-05-30,7484.197829493812
2021-05-31,7484.197829493812
2021-06-01,7484.197829493812
2021-06-02,7484.197829493812
2021-06-03,7484.197829493812
2021-06-04,7484.197829493812
2021-06-05,7484.197829493812
2021-06-06,7484.197829493812
2021-06-07,7484.197829493812
2021-06-08,7472.98461607739
2021-06-09,7425.6205729566855
2021-06-10,7589.917504614754
2021-06-11,7607.163977404841
2021-06-12,7638.9119616386815
2021-06-13,7820.49478341206
2021-06-14,7780.402569872414
2021-06-15,7672.9020590379005
2021-06-16,7623.577091124741
2021-06-17,7677.590205406992
2021-06-18,7499.57463471961
2021-06-19,7573.535916288438
2021-06-20,7514.601918193665
2021-06-21,7646.236627100253
2021-06-22,7373.92428551625
2021-06-23,7289.135315733958
2021-06-24,7106.928637928362
2021-06-25,7020.981408679706
2021-06-26,7038.600337143725
2021-06-27,7038.600337143725
2021-06-28,7038.600337143725
2021-06-29,7038.600337143725
2021-06-30,7038.600337143725
2021-07-01,7038.600337143725
2021-07-02,7038.600337143725
2021-07-03,7038.600337143725
2021-07-04,7038.600337143725
2021-07-05,7038.600337143725
2021-07-06,7038.600337143725
2021-07-07,7038.600337143725
2021-07-08,7038.600337143725
2021-07-09,7038.600337143725
2021-07-10,7038.600337143725
2021-07-11,7038.600337143725
2021-07-12,7038.600337143725
2021-07-13,7038.600337143725
2021-07-14,7038.600337143725
2021-07-15,7038.600337143725
2021-07-16,7038.600337143725
2021-07-17,7038.600337143725
2021-07-18,7038.600337143725
2021-07-19,7038.600337143725
2021-07-20,7038.600337143725
2021-07-21,7038.600337143725
2021-07-22,7038.600337143725
2021-07-23,7038.600337143725
2021-07-24,7038.600337143725
2021-07-25,7038.600337143725
2021-07-26,7038.600337143725
2021-07-27,7038.600337143725
2021-07-28,7038.600337143725
2021-07-29,7038.600337143725
2021-07-30,7038.600337143725
2021-07-31,7038.600337143725
2021-08-01,7038.600337143725
2021-08-02,7038.600337143725
2021-08-03,7038.600337143725
2021-08-04,7038.600337143725
2021-08-05,7038.600337143725
2021-08-06,7038.600337143725
2021-08-07,7038.600337143725
2021-08-08,7038.600337143725
2021-08-09,7038.600337143725
2021-08-10,7038.600337143725
2021-08-11,7038.600337143725
2021-08-12,7038.600337143725
2021-08-13,7038.600337143725
2021-08-14,7038.600337143725
2021-08-15,7038.600337143725
2021-08-16,7038.600337143725
2021-08-17,7038.600337143725
2021-08-18,7038.600337143725
2021-08-19,7038.600337143725
2021-08-20,7038.600337143725
2021-08-21,7038.600337143725
2021-08-22,7038.600337143725
2021-08-23,7038.600337143725
2021-08-24,7038.600337143725
2021-08-25,7038.600337143725
2021-08-26,7038.600337143725
2021-08-27,7038.600337143725
2021-08-28,7038.600337143725
2021-08-29,7038.600337143725
2021-08-30,7038.600337143725
2021-08-31,7038.600337143725
2021-09-01,7038.600337143725
2021-09-02,7038.600337143725
2021-09-03,7038.600337143725
2021-09-04,7038.600337143725
2021-09-05,7038.600337143725
2021-09-06,7038.600337143725
2021-09-07,7038.600337143725
2021-09-08,7038.600337143725
2021-09-09,7038.600337143725
2021-09-10,7038.600337143725
2021-09-11,7038.600337143725
2021-09-12,7038.600337143725
2021-09-13,7038.600337143725
2021-09-14,7038.600337143725
2021-09-15,7038.600337143725
2021-09-16,7038.600337143725
2021-09-17,7038.600337143725
2021-09-18,7038.600337143725
2021-09-19,7038.600337143725
2021-09-20,7038.600337143725
2021-09-21,7038.600337143725
2021-09-22,7038.600337143725
2021-09-23,7038.600337143725
2021-09-24,7038.600337143725
2021-09-25,7038.600337143725
2021-09-26,7038.600337143725
2021-09-27,7038.600337143725
2021-09-28,7038.600337143725
2021-09-29,7038.600337143725
2021-09-30,7038.600337143725
2021-10-01,7038.600337143725
2021-10-02,7038.600337143725
2021-10-03,7038.600337143725
2021-10-04,7038.600337143725
2021-10-05,7038.600337143725
2021-10-06,7038.600337143725
2021-10-07,7038.600337143725
2021-10-08,7038.600337143725
2021-10-09,7038.600337143725
2021-10-10,7038.600337143725
2021-10-11,7038.600337143725
2021-10-12,7038.600337143725
2021-10-13,7028.054741004848
2021-10-14,7205.993238919026
2021-10-15,7088.851816804648
2021-10-16,7153.423370522567
2021-10-17,7189.841477207051
2021-10-18,7098.273750424952
2021-10-19,7119.291325309401
2021-10-20,7250.911235259436
2021-10-21,7217.869735032581
2021-10-22,7036.849605979371
2021-10-23,7037.106856332499
2021-10-24,6943.9612721742415
2021-10-25,6910.386427256466
2021-10-26,6904.00249794071
2021-10-27,6729.436291290254
2021-10-28,6558.518806306074
2021-10-29,6558.518806306074
2021-10-30,6558.518806306074
2021-10-31,6558.518806306074
2021-11-01,6558.518806306074
2021-11-02,6558.518806306074
2021-11-03,6558.518806306074
2021-11-04,6558.518806306074
2021-11-05,6558.518806306074
2021-11-06,6558.518806306074
2021-11-07,6558.518806306074
2021-11-08,6558.518806306074
2021-11-09,6558.518806306074
2021-11-10,6558.518806306074
2021-11-11,6558.518806306074
2021-11-12,6558.518806306074
2021-11-13,6558.518806306074
2021-11-14,6558.518806306074
2021-11-15,6558.518806306074
2021-11-16,6548.692493219999
2021-11-17,6628.33786039462
2021-11-18,6779.302342227735
2021-11-19,6734.676856481664
2021-11-20,6693.7865526314645
2021-11-21,6727.330177061665
2021-11-22,6704.548594783833
2021-11-23,6802.306309097036
2021-11-24,6574.587817929875
2021-11-25,6495.031520318039
2021-11-26,6420.752748507765
2021-11-27,6199.202490671644
2021-11-28,6111.455403752275
2021-11-29,6029.394803531448
2021-11-30,6003.999014799064
2021-12-01,6003.999014799064
2021-12-02,6003.999014799064
2021-12-03,6003.999014799064
2021-12-04,6003.999014799064
2021-12-05,6003.999014799064
2021-12-06,6003.999014799064
2021-12-07,6003.999014799064
2021-12-08,6003.999014799064
2021-12-09,6003.999014799064
2021-12-10,6003.999014799064
2021-12-11,6003.999014799064
2021-12-12,6003.999014799064
2021-12-13,6003.999014799064
2021-12-14,6003.999014799064
2021-12-15,6003.999014799064
2021-12-16,6003.999014799064
2021-12-17,6003.999014799064
2021-12-18,6003.999014799064
2021-12-19,6003.999014799064
2021-12-20,6003.999014799064
2021-12-21,6003.999014799064
2021-12-22,6003.999014799064
2021-12-23,6003.999014799064
2021-12-24,6003.999014799064
2021-12-25,6003.999014799064
2021-12-26,6003.999014799064
2021-12-27,6003.999014799064
2021-12-28,6003.999014799064
2021-12-29,6003.999014799064
2021-12-30,6003.999014799064
2021-12-31,6003.999014799064
2022-01-01,6003.999014799064
2022-01-02,6003.999014799064
2022-01-03,6003.999014799064
2022-01-04,6003.999014799064
2022-01-05,6003.999014799064
2022-01-06,6003.999014799064
2022-01-07,6003.999014799064
2022-01-08,6003.999014799064
2022-01-09,6003.999014799064
2022-01-10,6003.999014799064
2022-01-11,6003.999014799064
2022-01-12,6003.999014799064
2022-01-13,6003.999014799064
2022-01-14,6003.999014799064
2022-01-15,6003.999014799064
2022-01-16,6003.999014799064
2022-01-17,6003.999014799064
2022-01-18,6003.999014799064
2022-01-19,6003.999014799064
2022-01-20,6003.999014799064
2022-01-21,6003.999014799064
2022-01-22,6003.999014799064
2022-01-23,6003.999014799064
2022-01-24,5995.003512029266
2022-01-25,6098.9612507991405
2022-01-26,6016.547475764068
2022-01-27,6095.51640536675
2022-01-28,6155.827859374364
2022-01-29,6198.53812796997
2022-01-30,6316.589156482921
2022-01-31,6378.68481029996
2022-02-01,6451.403179270853
2022-02-02,6514.972688546309
2022-02-03,6550.230881087247
2022-02-04,6376.949979826001
2022-02-05,6386.861776238544
2022-02-06,6335.493017338045
2022-02-07,6215.767313486771
2022-02-08,6374.438755223752
2022-02-09,6541.671710478467
2022-02-10,6677.00783623041
2022-02-11,6704.571868345146
2022-02-12,6842.413687764939
2022-02-13,6845.703504590234
2022-02-14,6868.581566079319
2022-02-15,6757.983181076283
2022-02-16,6800.253484413156
2022-02-17,6808.453154761145
2022-02-18,6677.460001991305
2022-02-19,6674.3352399963105
2022-02-20,6668.355413002525
2022-02-21,6850.157570663394
2022-02-22,6944.095150966156
2022-02-23,6947.3705527828815
2022-02-24,6975.381028398988
2022-02-25,6982.099615459234
2022-02-26,6962.942760515688
2022-02-27,6851.978464076243
2022-02-28,6838.508994430652
2022-03-01,6764.027552546272
2022-03-02,6639.199229492242
2022-03-03,6692.102541419744
2022-03-04,6733.385920558773
2022-03-05,6554.947068316905
2022-03-06,6544.850682864257
2022-03-07,6634.601366445852
2022-03-08,6634.601366445852
2022-03-09,6634.601366445852
2022-03-10,6634.601366445852
